product_name,country,category,subcategory,price,brand,form,type,size,rating,noofratings
"Kiss Beauty Lotus Hot and Soft Matte Lipstick Intense Color Long Lasting Moisturizer Lip Gloss Lipstick Women Lip Care Cosmetic Makeup (4g, Dark Maroon) (BROWN)",India,lips,lipgloss,299,Kiss Beauty,crayon,all,,4,5
MAGIC GIRL 5 IN 1 RED EDDITION BUTTER LIPS MULTI SHADES LIPSTICK,India,lips,lipstick,179,MAGIC GIRL,crayon,all,,,New to Amazon
Mamaearth Hydra-Matte Crayon Transferproof Lipstick With Argan Oil & Hyaluronic Acid - 03 Berry Red-2.4 G,India,lips,lipstick,599,Mamaearth,crayon,all,,3.8,120
"Mars Creamy Matte Lipstick | Intense Colour | Keeps Lips Moisturized, 13 Love Lavani, 3.2g",India,lips,lipstick,199,MARS,crayon,all,,4.1,6
MARS Long Lasting Smudge Proof Matte Lip Crayon. (Peach : I am fierce),India,lips,lipliner,229,MARS,crayon,all,4 s,4,1460
"Mars Smudge Proof Long Lasting Matte Lip Crayon Smile Please, 3.5g (LS14-09)",India,lips,lipstick,229,MARS,crayon,all,,4,1273
"MARS 3 Plums Shades Matte Lipstick Box Set (Plums-03, 9.6 g)",India,lips,lipstick,447,MARS,crayon,all,,4.2,419
"MARS Matte Box - Long Lasting, Highly Pigmented & Comfortable Ultra Matte Lipstick (Reds and Maroons - 01) Set of 3",India,lips,lipstick,447,MARS,crayon,all,,4.1,340
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 690 Siren in Scarlet, 3.9g",India,lips,lipstick,299,Maybelline,crayon,all,,4.1,3453
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 807 Dried Rose, 3.9g",India,lips,lipstick,299,Maybelline,crayon,all,,4.2,144
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 690 Siren in Scarlet, 3.9g",India,lips,lipstick,299,Maybelline,crayon,all,,4.1,3453
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 690 Siren in Scarlet, 3.9g",India,lips,lipliner,329,Maybelline,crayon,all,4.2 s,4.1,3455
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 677 Noho Amber, 3.9gm",India,lips,lipstick,329,Maybelline,crayon,all,,4.1,286
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 903 Midnight Date, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4.1,2224
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 680 Mesmerizing Magenta, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4.1,2716
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 507 Almond Pink, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4.2,1774
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 630 Flaming Fuchsia, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4,2272
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 676 East Village Rose, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4,17643
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 676 East Village Rose, 3.9g",India,lips,lipstick,329,Maybelline,crayon,all,,4,17643
"Maybelline New York Matte Lipstick, Intense Colour, Moisturised Lips, Color Sensational Creamy Matte, 690 Siren in Scarlet, 3.9g",India,lips,lipgloss,329,Maybelline,crayon,all,,4.1,3455
"Maybelline New York Lipstick, Matte Finish, Long-lasting, Intense Colour, SuperStay Crayon Lipstick, 25 Stay Exceptional, 1.2g",India,lips,lipliner,699,Maybelline,crayon,all,16 s,4.3,4691
Memake Moisturizing and Hyd Lip Gloss Tint for Dry and Chapped Lips in Cute Heart-shaped Packaging- Multicolour Metallic - (Pack of 6) - Finished Packaging,India,lips,lipgloss,799,Memake,crayon,all,,,New to Amazon
Memake Moisturizing and Hyd Lip Gloss Tint for Dry and Chapped Lips in Cute Heart-shaped Packaging- Multicolour Metallic - (Pack of 6) - Finished Packaging,India,lips,lipgloss,799,Memake,crayon,all,,,New to Amazon
Miss Rose Lipstick,India,lips,lipstick,299,Miss Rose,crayon,all,,3.1,18
"Miss rose 2in1 Set Of 2 Matte Lipstick & Lipliner Long Stay Long Lasting, brown, 5.2 g",India,lips,lipliner,399,Miss Rose,crayon,all,5 s,2.4,8
"Miss Rose Matte Lip Gloss, 5 , Long Lasting Lip Gloss, Intense Colour, High Shine, Vegan, No Paraben, Non Toxic, Hyd Liquid lipstick for Moisturizing Lip (09 Pinkish)",India,lips,lipgloss,399,Miss Rose,crayon,all,,,New to Amazon
"Miss Rose Matte Lip Gloss, 5 , Long Lasting Lip Gloss, Intense Colour, High Shine, Vegan, No Paraben, Non Toxic, Hyd Liquid lipstick for Moisturizing Lip (09 Pinkish)",India,lips,lipgloss,399,Miss Rose,crayon,all,,,New to Amazon
MyGlamm Perfect Curves Matte Lip Crayon-Siren (Red)-3.7 gm | Brick Pink Matte Lipstick | Long Lasting Lipstick with Moisturising Formula | Vegan & Cruelty-Free,India,lips,lipstick,695,MyGlamm,crayon,all,,3.7,46
MyGlamm Ultimatte Long Stay Matte Lipstick-Trophy (Pink)-1.3 g | With Hyaluronic Filling Spheres | Long Lasting Lipstick | Matte Lipstick,India,lips,lipstick,699,MyGlamm,crayon,all,,4,83
"PINNER Mini Pocket Lipstick Combo (Red,Magenta, Mauve, Purple, Peach, Cherry, Nude, Maroon, Brown, Pink, Disco Orange, Chocolate,17.0 g)",India,lips,lipstick,699,PINNER,crayon,all,,4,8
Twist & Go Matte Lipstick | Ceramides + Hyaluronic Acid | Airbrushed Finish | Long Lasting | 100% Vegan & Cruelty-Free | Crimson Side - 128 (Warm Brown Pink),India,lips,lipstick,424.15,Plum,crayon,all,,4.5,16
"PRAUSH (Formerly Plume) Plush Matte Lipsticks - Super Light And Hyd, Long Lasting, Rich Pigment, Smooth Soft Matte Finish, 4gm (Soiree)",India,lips,lipstick,650,PRAUSH BEAUTY,crayon,all,,4.7,97
"Prestige Lipliner, Love, 0.04 Ounce",India,lips,lipliner,5499,Prestige,crayon,all,0.05 Pounds,,No reviews
"Prestige Lipliner, Baby, 0.04 Ounce",India,lips,lipliner,5999,Prestige,crayon,all,0.2957353,,No reviews
"RENEE Outline Lip Liner, Long Lasting, Smudge Proof, Matte Finish One Swipe Application Lip Pencil with Sharpener to Defines Lips With Ultimate Precision, 01 Victoria, 0.35gm",India,lips,lipliner,350,RENEE,crayon,all,,5,8
"RENEE Madness PH Stick 3gm | Black lipstick that delivers pink hue, enriched with Vitamin E and Jojoba Oil",India,lips,lipstick,499,RENEE,crayon,all,,3.9,4577
"Princess By RENEE Candy 3 in 1 Tinted Lipstick for Pre-teen girls 4.5gm, Lightweight Rich Buttery Dermatologically Tested Vegan Formula For Young Girls | Paraben, Mineral oil & Cruelty Free",India,lips,lipstick,550,RENEE,crayon,all,,4.1,61
"RENEE Fab 5 5-in-1 Lipstick 7.5gm, Long Lasting Matte Finish | Five Shades In One | Intense Color Payoff | Lip Color with Moisturizing Benefits",India,lips,lipstick,750,RENEE,crayon,all,,4.2,21515
"RENEE Fab 5 5-in-1 Lipstick 7.5gm, Long Lasting Matte Finish | Five Shades In One | Intense Color Payoff | Lip Color with Moisturizing Benefits",India,lips,lipstick,750,RENEE,crayon,all,,4.2,21515
"RENEE Fab 5 5-in-1 Lipstick 7.5gm, Long Lasting Matte Finish | Five Shades In One | Intense Color Payoff | Lip Color with Moisturizing Benefits",India,lips,lipliner,750,RENEE,crayon,all,,4.2,21545
"RENEE Fab 10 Combo, 7.5gm each | Long Lasting Matte Finish | Five Shades In One | Intense Color Payoff | Lip Color with Moisturizing Benefits",India,lips,lipstick,1500,RENEE,crayon,all,,4.2,21515
"Revlon Super Lustrous - The Luscious Matte Lipstick - Pick Me Up (has Moringa Oil, Cupuacu Butter and Agave for a hyd feel.)",India,lips,lipstick,799,REVLON,crayon,all,,4,138
RONZILLE Lipstick 5 colour Lipsticks Shade A,India,lips,lipstick,499,RONZILLE,crayon,all,,4.7,3
RONZILLE Pocket Mini Bullet Matte Finish Lipstick (Set of 24),India,lips,lipstick,799,RONZILLE,crayon,all,,4.2,14
safemum Magic Life Lipgloss Super Stay Ice Cream Lipstick for Girls & Women (pack of 1) (multicolor),India,lips,lipgloss,199,Safemum,crayon,all,,,New to Amazon
"SERY Matte Care Lipstick -Warmth Nude Brown - Creamy Matte enriched with Jojoba Oil, Shea Butter and Vitamin E, SPF 15 with UVB Filters, one stroke color application, lightweight MCL-11",India,lips,lipstick,299,SERY,crayon,all,,3.9,26
"SERY Edge It all Lip Liner- Wine color, intense one-stroke application, waterproof, smudgeproof, for dual use LL-06",India,lips,lipliner,499,SERY,crayon,all,,4.1,4
MoisturizingColor Change Lip Gloss Long Lasting Nutritious,India,lips,lipgloss,299,SHENY,crayon,all,,,No reviews
Shryoan Non-drying and Super Comfortable On Lipstick SHADE 03,India,lips,lipstick,129,Shryoan,crayon,all,,4,3
Shryoan Matte Lipstick 4.2 GM- Brown Mocha,India,lips,lipstick,175,Shryoan,crayon,all,,4.5,2
"STREET WEAR Fruity Balm -Strawberry Delite (Pink) - 3.8 gms -Healthy hydration for Dry and Chapped lips, Daily Skincare, Non-greasy, ,Sheer Tint Lip Balm, Enriched wth Antioxidants and Vitamin E, Lip balm with SPF 15",India,lips,lipbalm,199,Street Wear,crayon,all,21 s,4.2,8
"Swiss Beauty Stain Matte Lipstick | Long Lasting, Hyd & Lightweight Lipstick | Lust On , 3.4gm|",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.4 s,3.8,2297
"Swiss Beauty Stain Matte Lipstick, 3.4g (Shade-228)",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.4 s,3.8,2297
"Swiss Beauty Stain Matte Lipstick | Long Lasting, Hyd & Lightweight Lipstick | Lust On , 3.4gm|",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.4 s,3.8,2297
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Coffee, 3.5g |",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.5 s,3.7,208
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Purple Villain, 3.5g |",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.5 s,3.7,208
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Artist Nude, 3.5g |",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.5 s,3.7,208
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Coffee, 3.5g |",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,3.5 s,3.7,208
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Coffee, 3.5g |",India,lips,lipstick,249,SWISS BEAUTY,crayon,all,,3.7,207
"Swiss Beauty Stain Matte Lipstick | Long Lasting, Hyd & Lightweight Lipstick | Lust On , 3.4gm|",India,lips,lipstick,249,SWISS BEAUTY,crayon,all,,3.8,2295
"Swiss Beauty Matte Long Lasting Crayon Lipstick| Smudge proof and waterproof | For Hydration and Moisturization | Shade- Ash Red, 3.5g |",India,lips,lipstick,249,SWISS BEAUTY,crayon,all,,3.7,207
"Swiss Beauty Stain Matte Lipstick | Long Lasting, Hyd & Lightweight Lipstick | Lust On , 3.4gm|",India,lips,lipstick,249,SWISS BEAUTY,crayon,all,,3.8,2295
"Swiss Beauty Stain Matte Lipstick | Long Lasting, Hyd & Lightweight Lipstick | Lush Pink , 3.4gm|",India,lips,lipliner,249,SWISS BEAUTY,crayon,all,,3.8,2297
URJUWAN Hilary Rhoda Natural Moisture 6h Continue Moisture Lip Balm,India,lips,lipbalm,499,URJUWANI,crayon,all,,,New to Amazon
VBA Fantastic Coke Bottle Color Change Makeup Lipstick Long Lasting Hyd Lip Gloss (CAILI COLA),India,lips,lipgloss,299,VBA,crayon,all,,5,1
MoisturizingColor Change Lip Gloss Long Lastin,India,lips,lipgloss,499,Winry,crayon,all,,,New to Amazon
"Arata Citrus Lip Balm (10 G) For Dry, Chapped Lips | Intensely Moisturizing | Cocoa Butter, Sweet Almond & Lemon Oil | All-Natural, Vegan",India,lips,lipbalm,249,Arata,cream,all,10 s,4,150
"BabyChakra Nourishing Lip Balm Duo Pack for Women's & Babies/Kids, 100% Natural Ingredients, Long Lasting Non Greasy 12 Hours Moisturising, Cruelty Free (2x4.5 gm)",India,lips,lipbalm,349,BabyChakra,cream,all,9 s,4.1,253
"Beggie Sensational Liquid Matte Water Proof Long Lasting Lipstick Set of 4 (The Swiss Red Edition, 8)",India,lips,lipstick,565,BEGGIE,cream,all,,,New to Amazon
Playtint Cheek & Lip Stain - Pink-lemonade,India,lips,lipstain,1950,Benefit Cosmetics,cream,all,6,4.05,5
Playtint Cheek & Lip Stain - Pink-lemonade,India,lips,lipstain,1950,Benefit Cosmetics,cream,all,6,4.05,5
"biocule Glow Lip Balm for Soft, Supple & Glowing Pink Lips | Rich Moisturizer for Dry & Chapped Lips | with Squalane, Omega & Vitamin E from Olives & Almonds | Strawberry Flavor | 100% Natural, 12g",India,lips,lipbalm,249,Biocule,cream,all,,3.7,16
"Biotique Bio Fruit Whitening/Brightening Lip Balm, 12g",India,lips,lipbalm,153,Biotique,cream,all,12 s,4.2,26305
"Biotique Bio Fruit Whitening Lip Balm, 12g & Biotique Bio Berry Plumping Lip Balm Smoothes & Swells Lips, 12G",India,lips,lipbalm,306,Biotique,cream,all,,4.4,152
Biotique Natural Makeup Creamy Magicolor Lipstick (Nudge Fudge),India,lips,lipstick,125,Biotique Natural Makeup,cream,all,,3.7,7434
"Biotique Natural Makeup Starkissed Moist Matte Lipstick, Material Girl",India,lips,lipstick,249,Biotique Natural Makeup,cream,all,,3.9,55
"Biotique Natural Makeup Starkissed Moist Matte Lipstick, Pick Me Up",India,lips,lipstick,249,Biotique Natural Makeup,cream,all,,3.7,460
"Biotique Natural Makeup Starshimmer Glam Lipgloss, Butterfly Wings",India,lips,lipgloss,450,Biotique Natural Makeup,cream,all,,4,69
"BLISCENT Beauty Skincare Watermelon Lip Butter Balm | Organic Beeswax, Shea Butter, Watermelon | Softens & Nourishes Dry Chapped Lips | Soft Supple Lips | Men & Women-5 s",India,lips,lipbalm,200,BLISCENT,cream,"combination, dry",5 s,3.9,63
Honey Dew Me Lip Oil,USA,lips,lipstick,653.6,BLK/OPL,cream,shimmer,,4.5,16
"BBO Nourishing Nude Natural Lip Balm Baby & Pregnancy safe | Shea Butter, Cocoa Butter, Vitamin E & Coconut Oil Provides Lip Care to Dry, Chapped & Dark Lips | Moisturizes, Nourishes, Softens Lips (Chocolate)",India,lips,lipbalm,325,Blush Bunny Organies,cream,"combination, dry, normal",,4.2,278
Pot Rouge for Lips & Cheeks,USA,lips,lipbalm,2859.5,BOBBI BROWN,cream,natural,,4.6,695
Pot Rouge for Lips & Cheeks,USA,lips,lipbalm,2859.5,BOBBI BROWN,cream,natural,,5,1
Lip Gloss,USA,lips,lipgloss,489.38,Burt's Bees,cream,shimmer,,4.7,346
Velvet Lip Perfector Matte Liquid Lipstick,USA,lips,lipstick,2287.6,Clarins,cream,matte,9,4.7,39
"Clensta Lip Lightening Balm with Vitamin E, Kojic Acid, and Turmeric Butter | Provides Lip Care to Dry, Chapped, Dark and Smoky Lips | Moisturises, Nourishes, and Softens Lips",India,lips,lipbalm,299,Clensta,cream,all,,5,2
Moisture Surge Lip Hydro-Plump Treatment,USA,lips,lipgloss,1552.3,Clinique,cream,shimmer,10.2,4.5,223
"Colorbar Sinful Matte Lip Color , Sexy, 3.5 g",India,lips,lipstick,1200,Colorbar,cream,all,,4.1,149
Derol strawberry Shape Lip Balm | For Softer Lips (Pack of 1),India,lips,lipbalm,299,DEROL,cream,all,,4.7,12
Carrot Colour Pot,USA,lips,lipstick,2532.7,Ere Perez,cream,cream,207,4.3,12
Holo Bomb Shiny Lipgloss,USA,lips,lipgloss,244.28,Essence,cream,shimmer,297,4.3,4
"FACES CANADA Weightless Creme Finish Lipstick - Dark Cocoa 18, 4g | Creamy Finish | Silky Smooth Texture | Long Lasting Rich Color | Hydrated Lips | Vitamin E, Jojoba Oil, Shea Butter, Almond Oil",India,lips,lipstick,249,FACESCANADA,cream,all,,3.9,4262
"FACES CANADA Weightless Creme Finish Lipstick - Pretty Pink 07, 4g | Creamy Finish | Silky Smooth Texture | Long Lasting Rich Color | Hydrated Lips | Vitamin E, Jojoba Oil, Shea Butter, Almond Oil",India,lips,lipliner,249,FACESCANADA,cream,all,,3.9,4265
Work It Pout Plumping Lip Gloss,USA,lips,lipgloss,1225.5,florence by mills,cream,shimmer,8.1,4.3,88
"Lip shape lip mask balm,Lip Balm Waterproof Long Lasting Makeup Travel Lip Balm pack of two (Lavender,Pink)",India,lips,lipbalm,200,Generic,cream,combination,,,New to Amazon
"Organic Harvest Lily Flavour Lip Balm For Women Dark Lips to Lighten With Benefits of Vitamin E, Olive Oil, Jojoba Oil & Shea Butter | Pink Lip Balm for Girls & Kids | Dry & Chapped Lips",India,lips,lipbalm,299,Generic,cream,all,,,New to Amazon
"Moisturizing and Hyd Heart Lip Gloss Tint, Cartoon Lip Balm and Jucie Gloss for Dry and Chapped Lips in Cute Heart-shaped Packaging Multi color Metallic-Finished Packaging ï¿½ï¿½ï¿½ï¿½ï",India,lips,lipgloss,599,Generic,cream,all,,,New to Amazon
GrandePOUT Plumping Lip Mask,USA,lips,lipgloss,1960.8,Grande Cosmetics,cream,shimmer,477,4.5,330
"HealthBest Kidbest Lip Balm for Kids | Extra Nourishing | Soothing Lips | Tear, Paraben, SLS free | Watermelon Flavor | 7gm",India,lips,lipbalm,299,HealthBest,cream,"dry, normal",7 s,4.3,37
"Himalaya Natural Soft Vanilla Lip Care, 4.5g",India,lips,lipbalm,120,Himalaya,cream,all,70 s,4.1,566
"Himalaya Rich Cocoa Butter Lip Care Lip Balm, 4.5g - Natural",India,lips,lipbalm,160,Himalaya,cream,combination,70 s,4.2,1877
"If Ramble Matte Quin Lip Color, 6  (MQ Gloss Round-210)",India,lips,lipgloss,110,IF RAMBLE,cream,all,,,No reviews
"Inatur Lip & Cheek Tint | Multiuse- For Lips, Cheeks, And Eyes | Moisturizes And Nourishes Dry Lips | Vegan And Cruelty-Free | Long-Lasting | Natural and Organic | 4g (Cherry)",India,lips,lipgloss,285,INATUR,cream,all,,4.7,19
Hydraluron+ Volumising Lip Treatment,USA,lips,lipbalm,979.58,Indeed Labs,cream,shimmer,9.3,4.3,83
"IYAL INDIA - Cherry Berry Tinted Lip Balm 100% Organic Lip Care For Both Women And Men Which Turns Dry, Damaged, Chapped And Dark Lips To Lighten - 15gm",India,lips,lipbalm,480,IYAL INDIA,cream,all,,4.1,15
NightMode Lip Treatment,USA,lips,lipbalm,980.52,Jack Black,cream,"combination, dry, normal, oily",7.5,3.9,46
"JUICE Matte Lipstick, With goodness of Shea Butter & Vitamin E, Paraben Free, Waterproof & Long Lasting | MADLY MAROON M-40",India,lips,lipstick,225,JUICE,cream,all,,2.5,2
Just Herbs Organic Coorgi Coffee Lip Smoothening Balm for Dark & Chapped Lips - Mineral oil & Paraben Free Lip Balm for Men & Women,India,lips,lipbalm,296,Just Herbs,cream,all,100 s,4,94
Just Herbs Organic Coorgi Coffee Lip Smoothening Balm for Dark & Chapped Lips - Mineral oil & Paraben Free Lip Balm for Men & Women,India,lips,lipbalm,296,Just Herbs,cream,all,100 s,4,94
Just Herbs Organic Coorgi Coffee Lip Smoothening Balm for Dark & Chapped Lips - Mineral oil & Paraben Free Lip Balm for Men & Women,India,lips,lipbalm,296,Just Herbs,cream,all,100 s,4,94
"Khadi Essentials Wine Grapefruit Lip Balm For Dry, Damaged and Bright Lips With Enriched, Shea butter & Essential Oils For Women & Men, 5gm",India,lips,lipbalm,225,Khadi Essentials,cream,"combination, dry, normal",10 s,4,501
Klenvor Mate To Creme Vegan & Cruelty Free Toxin Free Highly Pigmented Long lasting Matte Hyd Lipstick - 07 Fearless (Peachy Brown),India,lips,lipstick,699,Klenvor,cream,all,,4.4,24
Sugar Lip Scrub,USA,lips,lipbalm,1715.91,KYLIE SKIN,cream,"combination, dry, normal, oily",10.5,4.6,637
L.A Girl Lip Liner Maple Glaze (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Gingerbread (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Mauve (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Karma (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Rosewood (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Sand Strom (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
L.A Girl Lip Liner Coquette (Matte),India,lips,lipliner,595,L.A GIRL,cream,all,,,No reviews
Gloss Topper,USA,lips,lipgloss,407.68,L.A. Girl,cream,shimmer,306,4.1,36
Holographic Gloss Topper,USA,lips,lipgloss,407.68,L.A. Girl,cream,shimmer,306,4.5,61
Lakmï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Lip Liner Pink,India,lips,lipliner,260,LAKMï¿½,cream,all,1 s,3.5,64
"LAKMï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Cushion Matte Lipstick, Pur",India,lips,lipstick,299,LAKMï¿½,cream,all,,3.6,107
"LAKMï¿½ï¿½ï¿½ï¿½ï¿½ï¿½ Cushion Matte Lipstick, Pur",India,lips,lipstick,299,LAKMï¿½,cream,all,,3.6,107
Tinted Lip Balm,USA,lips,lipbalm,1102.95,Lano,cream,shimmer,13.2,4.2,125
Last Forest Handcrafted Beeswax Natural Lip Balm (Bird Song - Pineapple),India,lips,lipbalm,,Last Forest,cream,all,5 s,4.6,3
LENON BEAUTY LIP MATTE LONG LASTING LIP GLOSS MATTE LIPSTICK 2 IN 1,India,lips,lipgloss,599,Lenon,cream,all,,5,1
"LEVLENT Natural Lip Balm, Treat Dark and Flaky Lips with Shea Butter, Squalane, Beetroot & Almond Oil Soft & Smooth Lips, 20g",India,lips,lipbalm,499,LEVLENT,cream,all,,4.6,10
"Lotus Herbals Lip Balm, Raspberry, 5g",India,lips,lipbalm,,Lotus Herbals,cream,dry,5 s,4.3,4092
"Lotus Herbals Lip Balm, Fruity Fusion, 5g",India,lips,lipbalm,,Lotus Makeup,cream,dry,5 s,4.3,1259
"Love Earth Lip Tint & Cheek Tint Multipot-Got Your Back With Richness Of Essential Oils And Vitamin E For Lips, Eyelids & Cheeks, Matte Finish - Coral",India,lips,lipgloss,599,Love Earth,cream,all,,4,1117
"Love Earth Lip Tint & Cheek Tint Multipot-Be The Change With Richness Of Jojoba Oil And Vitamin E For Lips, Eyelids & Cheeks, Matte Finish - Rose Pink",India,lips,lipgloss,599,Love Earth,cream,all,,4,1117
"Love Earth Lip Tint & Cheek Tint Multipot-Kiss And Tell With Richness Of Essential Oils And Vitamin E For Lips, Eyelids & Cheeks, Matte Finish - Mauvish Pink",India,lips,lipgloss,599,Love Earth,cream,all,,4,1117
"Love Earth Lip Tint & Cheek Tint Multipot-Seize The Day With Richness Of Essential Oils And Vitamin E For Lips, Eyelids & Cheeks, Matte Finish - Raspberry Pink",India,lips,lipgloss,599,Love Earth,cream,all,,4,1117
"Love Earth Lip Tint & Cheek Tint Multipot-Be The Change With Richness Of Jojoba Oil And Vitamin E For Lips, Eyelids & Cheeks, Matte Finish - Rose Pink",India,lips,lipgloss,599,Love Earth,cream,all,,4,1117
"LoveChild Masaba - Barfee - Luxe Matte Lipstick Hyd & Nourishing, Long lasting, Chocolate Brown Bullet Matte Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Barfee - Luxe Matte Lipstick Hyd & Nourishing, Long lasting, Chocolate Brown Bullet Matte Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Eye-Candy - Luxe Matte Lipstick, Moisturising, Intense, Plump, Bullet Matte Nude Pink Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Sweet Supreme - Luxe Matte Rose Nude Lipstick, Moisturising, Long lasting, For Lips Plumping, Bullet Matte Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Hot-Pop - Luxe Matte Lipstick, Hyd & Nourishing, Long lasting, Crimson Punch, Bullet Matte Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Caramel - Luxe Matte Lipstick, Moisturising, Long lasting, Finish, Bullet Matte Pink Nude Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Popsicle - Luxe Matte Lipstick, Keeps Lips Moisturised, Long lasting, Hot Pink Bullet Matte Lipstick, 4",India,lips,lipstick,600,Lovechild Masaba,cream,all,,4.1,14
"LoveChild Masaba - Barfee - Luxe Matte Lipstick Hyd & Nourishing, Long lasting, Chocolate Brown Bullet Matte Lipstick, 4",India,lips,lipliner,600,Lovechild Masaba,cream,all,,4.1,14
Mini MAC Clear Lipglass,USA,lips,lipgloss,1225.5,MAC,cream,shimmer,,4.3,28
Mamaearth Moisture Matte Longstay Lipstick With Avocado Oil & Vitamin E For 12 Hour Long Stay - 08 Pink Tulip - 2 G,India,lips,lipstick,424,Mamaearth,cream,all,,4,2538
MARS creamy Matte Lipstick (Berrylicious Ballet),India,lips,lipstick,199,MARS,cream,all,,4,24
MARS Lip Mist lip gloss (Star Fish),India,lips,lipgloss,279,MARS,cream,all,,,New to Amazon
MARS 16 Color Ultra Pigmented Infinity Matte Lip Color Palette Lipstick (Shade-03),India,lips,lipstick,299,MARS,cream,all,,4.2,593
"Maybelline New York Lipstick, Matte Finish, Non-Sticky and Non-Drying, Sensational Liquid Matte, 21 Nude Nuance, 7",India,lips,lipstick,399,Maybelline,cream,all,,4,17079
"Maybelline New York Lipstick, Matte Finish, Non-Sticky and Non-Drying, Sensational Liquid Matte, 21 Nude Nuance, 7",India,lips,lipstick,399,Maybelline,cream,all,,4,17079
"Maybelline New York Lipstick, Matte Finish, Bold Colour, Enriched With Jojoba Oil, Color Sensational Ultimattes, 299 More Scarlet, 1.7 g",India,lips,lipliner,599,Maybelline,cream,all,11.7 s,4.1,1157
"Maybelline New York Lipstick, Matte Finish, Bold Colour, Enriched With Jojoba Oil, Color Sensational Ultimattes, 299 More Scarlet, 1.7 g",India,lips,lipstick,599,Maybelline,cream,all,,4.1,1156
"Maybelline New York Lipstick, Matte Finish, Bold Colour, Enriched With Jojoba Oil, Color Sensational Ultimattes, 499 More Blush, 1.7 g",India,lips,lipstick,599,Maybelline,cream,all,,4.1,1156
"Maybelline New York Lipstick, with FREE Colossal Kajal, Sensational Liquid Matte Nude Nuance & Made Easy, 14.35g (Pack of 3 Products)",India,lips,lipliner,698,Maybelline,cream,all,14.35 s,4.3,39
